Index,Formula,Decomposition Energy,Band Gap,K,Rb,Cs,MA,FA,Ca,Sr,Ba,Ge,Sn,Pb,Cl,Br,I,A_ion_rad,A_BP,A_MP,A_dens,A_at_wt,A_EA,A_IE,A_hof,A_hov,A_En,A_at_num,A_period,B_ion_rad,B_BP,B_MP,B_dens,B_at_wt,B_EA,B_IE,B_hof,B_hov,B_En,B_at_num,B_period,X_ion_rad,X_BP,X_MP,X_dens,X_at_wt,X_EA,X_IE,X_hof,X_hov,X_En,X_at_num,X_period
268,K1Ba1Br3,0.787530901,3.5747,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,1.42,2078,1002,3.59,137.33,-52,502.9,8.01,140.2,0.89,56,6,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4
269,Rb1Sr1Br3,0.192420309,3.8789,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,1.26,1655,1042,2.54,87.62,-168,549.5,8.2,136.9,0.95,38,5,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4
270,FA1Sr1Cl2.25Br0.75,-0.00175191,4.2855,0,0,0,0,1,0,1,0,0,0,0,0.75,0.25,0,2.53,319,354,1.1,45.1,8.6,849,6.5,29,2.57,91,8,1.26,1655,1042,2.54,87.62,-168,549.5,8.2,136.9,0.95,38,5,1.8475,262.3475,195.615,3.1905,46.565525,342.75,1223.3,3.729,11.33125,3.11,21.5,3.25
271,MA1Ba0.12Pb0.88I3,0.056830561,1.8929,0,0,0,1,0,0,0,0.125,0,0,0.875,0,0,1,2.17,267,181,0.7,32.1,8.68,926,6.13,23.9,2.55,73,7,1.21875,2029.875,650.81875,10.38,198.46625,89.75,688.925,5.175,173.1875,2.15,78.75,6,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
272,Cs1Ba0.75Pb0.25I3,0.241545366,3.368,0,0,1,0,0,0,0,0.75,0,0,0.25,0,0,1,1.74,944,301.54,1.87,132.9054,45.49,375.7,2.092,67.74,0.79,55,6,1.3625,2064.25,901.6625,5.53,154.7975,-11.5,556.05,7.2,149.625,1.25,62.5,6,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
273,Rb1Sn1Br1.5I1.5,0.014148043,0.4565,0,1,0,0,0,0,0,0,0,1,0,0,0.5,0.5,1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,0.71,2876,505.12,7.31,118.71,121,708.6,7.2,290.37,1.96,50,5,2.08,394.675,326.325,4.025,103.40425,309.95,1074.15,6.523,17.8125,2.81,44,4.5
274,Rb1Ca0.38Ba0.25Ge0.38Cl3,0.141212783,3.5308,0,1,0,0,0,0.375,0,0.25,0.375,0,0,1,0,0,1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,0.92875,2343.5,1121.8125,3.47375,76.5905,-26.5,632.6875,17.12625,218.41375,1.35125,33.5,4.5,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3
275,MA1Ca0.12Pb0.88I3,0.037932487,1.9042,0,0,0,1,0,0.125,0,0,0,0,0.875,0,0,1,2.17,267,181,0.7,32.1,8.68,926,6.13,23.9,2.55,73,7,1.16625,1989.75,664.56875,10.125,186.30975,76.75,699.7875,5.24,174.99625,2.16375,74.25,5.75,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
276,MA1Ca0.12Pb0.88Cl3,-0.160632403,2.6844,0,0,0,1,0,0.125,0,0,0,0,0.875,1,0,0,2.17,267,181,0.7,32.1,8.68,926,6.13,23.9,2.55,73,7,1.16625,1989.75,664.56875,10.125,186.30975,76.75,699.7875,5.24,174.99625,2.16375,74.25,5.75,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3
277,FA1Sr1Br1.5I1.5,0.002771501,3.5282,0,0,0,0,1,0,1,0,0,0,0,0,0.5,0.5,2.53,319,354,1.1,45.1,8.6,849,6.5,29,2.57,91,8,1.26,1655,1042,2.54,87.62,-168,549.5,8.2,136.9,0.95,38,5,2.08,394.675,326.325,4.025,103.40425,309.95,1074.15,6.523,17.8125,2.81,44,4.5
278,Cs1Ca0.88Pb0.12Br3,-0.210922292,4.2539,0,0,1,0,0,0.875,0,0,0,0,0.125,0,1,0,1.74,944,301.54,1.87,132.9054,45.49,375.7,2.092,67.74,0.79,55,6,1.02375,1790.25,1048.08125,2.775,60.96825,-122.75,605.5125,8.06,157.57375,1.16625,27.75,4.25,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4
279,FA1Sn1Cl2.25Br0.75,-0.24549548,2.584,0,0,0,0,1,0,0,0,0,1,0,0.75,0.25,0,2.53,319,354,1.1,45.1,8.6,849,6.5,29,2.57,91,8,0.71,2876,505.12,7.31,118.71,121,708.6,7.2,290.37,1.96,50,5,1.8475,262.3475,195.615,3.1905,46.565525,342.75,1223.3,3.729,11.33125,3.11,21.5,3.25
280,MA1Sn1Br1.12I1.88,-0.176336859,1.1004,0,0,0,1,0,0,0,0,0,1,0,0,0.375,0.625,2.17,267,181,0.7,32.1,8.68,926,6.13,23.9,2.55,73,7,0.71,2876,505.12,7.31,118.71,121,708.6,7.2,290.37,1.96,50,5,2.11,410.38125,341.41875,4.25125,109.2793125,306.2875,1057.7125,6.83225,18.584375,2.7725,46.25,4.625
281,K1Sr1Cl0.75Br2.25,0.419642255,3.7835,1,0,0,0,0,0,1,0,0,0,0,0.25,0.75,0,1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,1.26,1655,1042,2.54,87.62,-168,549.5,8.2,136.9,0.95,38,5,1.9225,308.6825,242.505,3.1435,68.791175,330.65,1167.7,4.767,13.59375,3.01,30.5,3.75
282,MA0.88FA0.12Pb1Cl3,-0.113341582,2.5008,0,0,0,0.875,0.125,0,0,0,0,0,1,1,0,0,2.215,273.5,202.625,0.75,33.725,8.67,916.375,6.17625,24.5375,2.5525,75.25,7.125,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3
283,MA0.88FA0.12Ca1Br3,-0.058490455,4.3023,0,0,0,0.875,0.125,1,0,0,0,0,0,0,1,0,2.215,273.5,202.625,0.75,33.725,8.67,916.375,6.17625,24.5375,2.5525,75.25,7.125,1,1757,1112,1.55,40.078,-156,589.8,8.53,154.67,1,20,4,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4
284,K0.38Rb0.38Cs0.25Pb1Br3,0.100629895,1.7602,0.375,0.375,0.25,0,0,0,0,0,0,0,1,0,1,0,1.605,983.75,318.92125,1.3645,79.9386375,47.09125,402.1,2.27425,71.7225,0.8125,34.75,4.875,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4
285,FA1Ba0.12Ge0.12Sn0.75I3,0.006201441,1.2574,0,0,0,0,1,0,0,0.125,0.125,0.75,0,0,0,1,2.53,319,354,1.1,45.1,8.6,849,6.5,29,2.57,91,8,0.77625,2805.125,655.5275,6.59625,115.275,99.25,689.575,10.37625,277.09,1.8325,48.5,5,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
286,MA1Pb1Cl2.25Br0.75,-0.181383202,2.2988,0,0,0,1,0,0,0,0,0,0,1,0.75,0.25,0,2.17,267,181,0.7,32.1,8.68,926,6.13,23.9,2.55,73,7,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.8475,262.3475,195.615,3.1905,46.565525,342.75,1223.3,3.729,11.33125,3.11,21.5,3.25
287,Cs1Ba1Cl2.25I0.75,0.217579255,3.8972,0,0,1,0,0,0,0,1,0,0,0,0.75,0,0.25,1.74,944,301.54,1.87,132.9054,45.49,375.7,2.092,67.74,0.79,55,6,1.42,2078,1002,3.59,137.33,-52,502.9,8.01,140.2,0.89,56,6,1.9075,293.76,225.8025,3.643,58.31565,335.425,1190.425,4.3475,12.875,3.035,26,3.5
288,Rb1Ge1Br3,-0.130248779,0.6763,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,0.53,3107,1211.5,5.32,72.61,120,762.1,31.8,334.3,2.01,32,4,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4
289,K0.25Rb0.12Cs0.62Ba1I3,0.392279751,3.3274,0.25,0.125,0.625,0,0,0,0,1,0,0,0,0,0,1,1.66625,968.375,311.74125,1.57525,103.523925,46.3825,389.8875,2.1825,70.2125,0.80125,43.75,5.375,1.42,2078,1002,3.59,137.33,-52,502.9,8.01,140.2,0.89,56,6,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
290,K1Ca1Cl3,0.102298369,4.7451,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,1,1757,1112,1.55,40.078,-156,589.8,8.53,154.67,1,20,4,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3
291,Rb1Sr0.88Ge0.12Cl3,0.130097468,3.9638,0,1,0,0,0,0,0.875,0,0.125,0,0,1,0,0,1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,1.16875,1836.5,1063.1875,2.8875,85.74375,-132,576.075,11.15,161.575,1.0825,37.25,4.875,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3
292,FA1Ca1Cl3,0.053629486,4.7288,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2.53,319,354,1.1,45.1,8.6,849,6.5,29,2.57,91,8,1,1757,1112,1.55,40.078,-156,589.8,8.53,154.67,1,20,4,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3
293,K1Pb1I3,0.484032313,1.4489,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
294,Rb1Ge1I3,0.15390228,0.5807,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,0.53,3107,1211.5,5.32,72.61,120,762.1,31.8,334.3,2.01,32,4,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
295,MA1Ca0.12Sr0.25Ba0.12Sn0.12Pb0.38Br3,-0.080165233,3.1936,0,0,0,1,0,0.125,0.25,0.125,0,0.125,0.375,0,1,0,2.17,267,181,0.7,32.1,8.68,926,6.13,23.9,2.55,73,7,1.1525,2011.25,813.13375,6.4475,136.61975,-11.625,630.85,6.80625,174.0925,1.5925,56,5.375,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4
296,Rb1Ca0.12Sr0.25Ba0.25Sn0.25Pb0.12I3,0.322729842,2.602,0,1,0,0,0,0.125,0.25,0.25,0,0.25,0.125,0,0,1,1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,1.12125,2124.75,851.36125,4.9725,116.82475,-30.5,603.4125,7.515,183.43875,1.36625,48.75,5.25,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
297,FA1Ca0.38Ge0.38Pb0.25I3,0.160980455,2.0569,0,0,0,0,1,0.375,0,0,0.375,0,0.25,0,0,1,2.53,319,354,1.1,45.1,8.6,849,6.5,29,2.57,91,8,0.87125,2329.75,1021.475,5.41375,94.058,14,685.8375,16.31625,227.83875,1.71125,40,4.5,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
298,Cs1Ba1Cl3,0.346438495,4.6677,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1.74,944,301.54,1.87,132.9054,45.49,375.7,2.092,67.74,0.79,55,6,1.42,2078,1002,3.59,137.33,-52,502.9,8.01,140.2,0.89,56,6,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3
299,MA1Sr0.12Pb0.88Br3,-0.136237594,2.1741,0,0,0,1,0,0,0.125,0,0,0,0.875,0,1,0,2.17,267,181,0.7,32.1,8.68,926,6.13,23.9,2.55,73,7,1.19875,1977,655.81875,10.24875,192.2525,75.25,694.75,5.19875,172.775,2.1575,76.5,5.875,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4
300,MA1Ge1Br2.62I0.38,-0.241307956,1.9773,0,0,0,1,0,0,0,0,1,0,0,0,0.875,0.125,2.17,267,181,0.7,32.1,8.68,926,6.13,23.9,2.55,73,7,0.53,3107,1211.5,5.32,72.61,120,762.1,31.8,334.3,2.01,32,4,1.99,347.55625,281.04375,3.34625,85.7790625,320.9375,1123.4625,5.59525,15.496875,2.9225,37.25,4.125
301,MA1Ca1I3,0.090062511,3.5993,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2.17,267,181,0.7,32.1,8.68,926,6.13,23.9,2.55,73,7,1,1757,1112,1.55,40.078,-156,589.8,8.53,154.67,1,20,4,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
302,K1Ba1I3,0.736533826,3.0844,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,1.42,2078,1002,3.59,137.33,-52,502.9,8.01,140.2,0.89,56,6,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
303,MA1Sr1Cl0.75I2.25,0.071776773,3.6937,0,0,0,1,0,0,1,0,0,0,0,0.25,0,0.75,2.17,267,181,0.7,32.1,8.68,926,6.13,23.9,2.55,73,7,1.26,1655,1042,2.54,87.62,-168,549.5,8.2,136.9,0.95,38,5,2.1025,402.92,333.0675,4.501,104.04155,308.675,1069.075,6.6225,18.225,2.785,44,4.5
304,Rb0.75Cs0.25Ba1Br3,0.454065475,3.7659,0,0.75,0.25,0,0,0,0,1,0,0,0,0,1,0,1.6425,956.75,309.8575,1.6165,97.3272,46.54,396.175,2.278,68.835,0.8125,41.5,5.25,1.42,2078,1002,3.59,137.33,-52,502.9,8.01,140.2,0.89,56,6,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4
305,K1Sr0.25Ge0.62Pb0.12I3,0.447468656,1.2831,1,0,0,0,0,0,0.25,0,0.625,0,0.125,0,0,1,1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,0.795,2608.5,1092.76875,5.37875,93.18625,46.75,703.125,22.52125,265.4,1.785,39.75,4.5,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
306,Rb0.88Cs0.12Pb1Cl3,0.013557045,2.1936,0,0.875,0.125,0,0,0,0,0,0,0,1,1,0,0,1.62625,958.875,311.24375,1.57425,91.3975,46.715,399.5875,2.309,69.0175,0.81625,39.25,5.125,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3
307,K1Ca1Cl2.62I0.38,-0.0524761,4.6372,1,0,0,0,0,1,0,0,0,0,0,0.875,0,0.125,1.51,1033,336.8,0.86,39.0983,48.36,418.8,2.33,76.9,0.82,19,4,1,1757,1112,1.55,40.078,-156,589.8,8.53,154.67,1,20,4,1.85875,266.47,198.98625,3.4285,46.884175,342.1125,1220.7625,3.77875,11.5375,3.0975,21.5,3.25
308,MA1Sn0.12Pb0.88Br3,-0.169787504,1.8001,0,0,0,1,0,0,0,0,0,0.125,0.875,0,1,0,2.17,267,181,0.7,32.1,8.68,926,6.13,23.9,2.55,73,7,1.13,2129.625,588.70875,10.845,196.13875,111.375,714.6375,5.07375,191.95875,2.28375,78,5.875,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4
309,MA0.62FA0.38Ca1Br3,0.040661238,4.0727,0,0,0,0.625,0.375,1,0,0,0,0,0,0,1,0,2.305,286.5,245.875,0.85,36.975,8.65,897.125,6.26875,25.8125,2.5575,79.75,7.375,1,1757,1112,1.55,40.078,-156,589.8,8.53,154.67,1,20,4,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4
310,FA1Ba0.12Ge0.25Sn0.12Pb0.5I3,0.109816875,1.6332,0,0,0,0,1,0,0,0.125,0.25,0.125,0.5,0,0,1,2.53,319,354,1.1,45.1,8.6,849,6.5,29,2.57,91,8,0.99375,2407.5,791.59,8.3675,153.7575,93.625,699.7125,12.23625,226.34625,2.02375,62.25,5.375,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
311,Cs1Pb1Br2.62I0.38,-0.134547782,1.6886,0,0,1,0,0,0,0,0,0,0,1,0,0.875,0.125,1.74,944,301.54,1.87,132.9054,45.49,375.7,2.092,67.74,0.79,55,6,1.19,2023,600.65,11.35,207.2,110,715.5,4.77,177.9,2.33,82,6,1.99,347.55625,281.04375,3.34625,85.7790625,320.9375,1123.4625,5.59525,15.496875,2.9225,37.25,4.125
312,Cs1Sr1Br0.75I2.25,0.037855131,3.6038,0,0,1,0,0,0,1,0,0,0,0,0,0.25,0.75,1.74,944,301.54,1.87,132.9054,45.49,375.7,2.092,67.74,0.79,55,6,1.26,1655,1042,2.54,87.62,-168,549.5,8.2,136.9,0.95,38,5,2.14,426.0875,356.5125,4.4775,115.154375,302.625,1041.275,7.1415,19.35625,2.735,48.5,4.75
313,K0.38Rb0.38Cs0.25Ba1I3,0.506001909,3.2183,0.375,0.375,0.25,0,0,0,0,1,0,0,0,0,0,1,1.605,983.75,318.92125,1.3645,79.9386375,47.09125,402.1,2.27425,71.7225,0.8125,34.75,4.875,1.42,2078,1002,3.59,137.33,-52,502.9,8.01,140.2,0.89,56,6,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
314,MA1Ca0.12Sr0.12Ba0.12Ge0.12Pb0.5I3,0.048329046,1.9858,0,0,0,1,0,0.125,0.125,0.125,0.125,0,0.5,0,0,1,2.17,267,181,0.7,32.1,8.68,926,6.13,23.9,2.55,73,7,1.12125,2086.125,846.2625,7.3,145.80475,23,658.2875,9.4525,184.70875,1.77125,59.25,5.375,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
315,Rb0.38Cs0.25MA0.38Sn1Cl3,-0.253505887,1.7677,0,0.375,0.25,0.375,0,0,0,0,0,1,0,1,0,0,1.8525,696.5,260.49625,1.3045,77.314275,32.21125,592.3,3.69925,51.8475,1.46125,55,6,0.71,2876,505.12,7.31,118.71,121,708.6,7.2,290.37,1.96,50,5,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3
316,K0.38Cs0.62Ca1I3,0.160774892,3.5189,0.375,0,0.625,0,0,1,0,0,0,0,0,0,0,1,1.65375,977.375,314.7625,1.49125,97.7277375,46.56625,391.8625,2.18125,71.175,0.80125,41.5,5.25,1,1757,1112,1.55,40.078,-156,589.8,8.53,154.67,1,20,4,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
317,Cs1Ca0.12Sr0.12Ba0.25Ge0.38Pb0.12Br3,-0.0193564,3.0549,0,0,1,0,0,0.125,0.125,0.25,0.375,0,0.125,0,1,0,1.74,944,301.54,1.87,132.9054,45.49,375.7,2.092,67.74,0.79,55,6,0.985,2364,1049.14375,4.8225,103.4235,5.25,643.3625,16.615,219.09625,1.51125,43.5,4.875,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4
318,MA1Ca0.5Ba0.12Sn0.25Pb0.12Br3,-0.097369303,3.3034,0,0,0,1,0,0.5,0,0.125,0,0.25,0.125,0,1,0,2.17,267,181,0.7,32.1,8.68,926,6.13,23.9,2.55,73,7,1.00375,2110.125,882.61125,4.47,92.78275,-40.5,624.35,7.6625,189.69,1.3925,39.75,4.75,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4
319,Rb0.5Cs0.12MA0.38Ge1Br3,-0.230036827,1.5905,0,0.5,0.125,0.375,0,0,0,0,1,0,0,0,1,0,1.83625,698.625,261.8825,1.26225,71.384575,32.38625,595.7125,3.73025,52.03,1.465,52.75,5.875,0.53,3107,1211.5,5.32,72.61,120,762.1,31.8,334.3,2.01,32,4,1.96,331.85,265.95,3.12,79.904,324.6,1139.9,5.286,14.725,2.96,35,4
320,Rb0.38MA0.62Ba1Cl3,0.236311366,4.8393,0,0.375,0,0.625,0,0,0,1,0,0,0,1,0,0,1.96,527.25,230.36125,1.012,52.112925,23.00875,729.875,4.70875,40.8875,1.90125,59.5,6.25,1.42,2078,1002,3.59,137.33,-52,502.9,8.01,140.2,0.89,56,6,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3
321,FA1Ba0.25Pb0.75I3,0.099414771,2.3501,0,0,0,0,1,0,0,0.25,0,0,0.75,0,0,1,2.53,319,354,1.1,45.1,8.6,849,6.5,29,2.57,91,8,1.2475,2036.75,700.9875,9.41,189.7325,69.5,662.35,5.58,168.475,1.97,75.5,6,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
322,Cs1Sr0.25Ba0.75I3,0.210554657,3.4761,0,0,1,0,0,0,0.25,0.75,0,0,0,0,0,1,1.74,944,301.54,1.87,132.9054,45.49,375.7,2.092,67.74,0.79,55,6,1.38,1972.25,1012,3.3275,124.9025,-81,514.55,8.0575,139.375,0.905,51.5,5.75,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
323,Rb1Ge1Br2.62I0.38,-0.084950391,0.6088,0,1,0,0,0,0,0,0,1,0,0,0,0.875,0.125,1.61,961,312.63,1.532,85.4678,46.89,403,2.34,69.2,0.82,37,5,0.53,3107,1211.5,5.32,72.61,120,762.1,31.8,334.3,2.01,32,4,1.99,347.55625,281.04375,3.34625,85.7790625,320.9375,1123.4625,5.59525,15.496875,2.9225,37.25,4.125
324,K0.38Rb0.12MA0.5Sr1I3,0.09951855,3.6051,0.375,0.125,0,0.5,0,0,1,0,0,0,0,0,0,1,1.8525,641,255.87875,0.864,41.3953375,28.33625,670.425,4.23125,49.4375,1.685,48.25,5.625,1.26,1655,1042,2.54,87.62,-168,549.5,8.2,136.9,0.95,38,5,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
325,MA1Ba0.88Pb0.12I3,0.07308723,3.0957,0,0,0,1,0,0,0,0.875,0,0,0.125,0,0,1,2.17,267,181,0.7,32.1,8.68,926,6.13,23.9,2.55,73,7,1.39125,2071.125,951.83125,4.56,146.06375,-31.75,529.475,7.605,144.9125,1.07,59.25,6,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
326,Cs0.5FA0.5Ba1I3,0.006400293,3.6986,0,0,0.5,0,0.5,0,0,1,0,0,0,0,0,1,2.135,631.5,327.77,1.485,89.0027,27.045,612.35,4.296,48.37,1.68,73,7,1.42,2078,1002,3.59,137.33,-52,502.9,8.01,140.2,0.89,56,6,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
327,Cs1Sr1I3,0.041160419,3.6122,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1.74,944,301.54,1.87,132.9054,45.49,375.7,2.092,67.74,0.79,55,6,1.26,1655,1042,2.54,87.62,-168,549.5,8.2,136.9,0.95,38,5,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
328,Rb0.38FA0.62Sn1Cl3,-0.259151176,2.4748,0,0.375,0,0,0.625,0,0,0,0,1,0,1,0,0,2.185,559.75,338.48625,1.262,60.237925,22.95875,681.75,4.94,44.075,1.91375,70.75,6.875,0.71,2876,505.12,7.31,118.71,121,708.6,7.2,290.37,1.96,50,5,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3
329,K0.62Rb0.12Cs0.25Ba1Cl3,0.709828837,4.2607,0.625,0.125,0.25,0,0,0,0,1,0,0,0,1,0,0,1.58,1001.75,324.96375,1.1965,68.3462625,47.45875,406.05,2.27175,73.6475,0.8125,30.25,4.625,1.42,2078,1002,3.59,137.33,-52,502.9,8.01,140.2,0.89,56,6,1.81,239.18,172.17,3.214,35.4527,348.8,1251.1,3.21,10.2,3.16,17,3
330,K0.25Rb0.12Cs0.62Ge1I3,0.079490761,0.6094,0.25,0.125,0.625,0,0,0,0,0,1,0,0,0,0,1,1.66625,968.375,311.74125,1.57525,103.523925,46.3825,389.8875,2.1825,70.2125,0.80125,43.75,5.375,0.53,3107,1211.5,5.32,72.61,120,762.1,31.8,334.3,2.01,32,4,2.2,457.5,386.7,4.93,126.9045,295.3,1008.4,7.76,20.9,2.66,53,5
